season,round,url,raceName,Circuit,date,time,FirstPractice,SecondPractice,ThirdPractice,Qualifying
2012,1,https://en.wikipedia.org/wiki/2012_Australian_Grand_Prix,Australian Grand Prix,"{'circuitId': 'albert_park', 'url': 'https://en.wikipedia.org/wiki/Albert_Park_Circuit', 'circuitName': 'Albert Park Grand Prix Circuit', 'Location': {'lat': '-37.8497', 'long': '144.968', 'locality': 'Melbourne', 'country': 'Australia'}}",2012-03-18,06:00:00Z,{'date': '2012-03-16'},{'date': '2012-03-16'},{'date': '2012-03-17'},{'date': '2012-03-17'}
2012,2,https://en.wikipedia.org/wiki/2012_Malaysian_Grand_Prix,Malaysian Grand Prix,"{'circuitId': 'sepang', 'url': 'https://en.wikipedia.org/wiki/Sepang_International_Circuit', 'circuitName': 'Sepang International Circuit', 'Location': {'lat': '2.76083', 'long': '101.738', 'locality': 'Kuala Lumpur', 'country': 'Malaysia'}}",2012-03-25,08:00:00Z,{'date': '2012-03-23'},{'date': '2012-03-23'},{'date': '2012-03-24'},{'date': '2012-03-24'}
2012,3,https://en.wikipedia.org/wiki/2012_Chinese_Grand_Prix,Chinese Grand Prix,"{'circuitId': 'shanghai', 'url': 'https://en.wikipedia.org/wiki/Shanghai_International_Circuit', 'circuitName': 'Shanghai International Circuit', 'Location': {'lat': '31.3389', 'long': '121.22', 'locality': 'Shanghai', 'country': 'China'}}",2012-04-15,07:00:00Z,{'date': '2012-04-13'},{'date': '2012-04-13'},{'date': '2012-04-14'},{'date': '2012-04-14'}
2012,4,https://en.wikipedia.org/wiki/2012_Bahrain_Grand_Prix,Bahrain Grand Prix,"{'circuitId': 'bahrain', 'url': 'https://en.wikipedia.org/wiki/Bahrain_International_Circuit', 'circuitName': 'Bahrain International Circuit', 'Location': {'lat': '26.0325', 'long': '50.5106', 'locality': 'Sakhir', 'country': 'Bahrain'}}",2012-04-22,12:00:00Z,{'date': '2012-04-20'},{'date': '2012-04-20'},{'date': '2012-04-21'},{'date': '2012-04-21'}
2012,5,https://en.wikipedia.org/wiki/2012_Spanish_Grand_Prix,Spanish Grand Prix,"{'circuitId': 'catalunya', 'url': 'https://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya', 'circuitName': 'Circuit de Barcelona-Catalunya', 'Location': {'lat': '41.57', 'long': '2.26111', 'locality': 'Montmeló', 'country': 'Spain'}}",2012-05-13,12:00:00Z,{'date': '2012-05-11'},{'date': '2012-05-11'},{'date': '2012-05-12'},{'date': '2012-05-12'}
2012,6,https://en.wikipedia.org/wiki/2012_Monaco_Grand_Prix,Monaco Grand Prix,"{'circuitId': 'monaco', 'url': 'https://en.wikipedia.org/wiki/Circuit_de_Monaco', 'circuitName': 'Circuit de Monaco', 'Location': {'lat': '43.7347', 'long': '7.42056', 'locality': 'Monte-Carlo', 'country': 'Monaco'}}",2012-05-27,12:00:00Z,{'date': '2012-05-24'},{'date': '2012-05-24'},{'date': '2012-05-26'},{'date': '2012-05-26'}
2012,7,https://en.wikipedia.org/wiki/2012_Canadian_Grand_Prix,Canadian Grand Prix,"{'circuitId': 'villeneuve', 'url': 'https://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve', 'circuitName': 'Circuit Gilles Villeneuve', 'Location': {'lat': '45.5', 'long': '-73.5228', 'locality': 'Montreal', 'country': 'Canada'}}",2012-06-10,18:00:00Z,{'date': '2012-06-08'},{'date': '2012-06-08'},{'date': '2012-06-09'},{'date': '2012-06-09'}
2012,8,https://en.wikipedia.org/wiki/2012_European_Grand_Prix,European Grand Prix,"{'circuitId': 'valencia', 'url': 'https://en.wikipedia.org/wiki/Valencia_Street_Circuit', 'circuitName': 'Valencia Street Circuit', 'Location': {'lat': '39.4589', 'long': '-0.331667', 'locality': 'Valencia', 'country': 'Spain'}}",2012-06-24,12:00:00Z,{'date': '2012-06-22'},{'date': '2012-06-22'},{'date': '2012-06-23'},{'date': '2012-06-23'}
2012,9,https://en.wikipedia.org/wiki/2012_British_Grand_Prix,British Grand Prix,"{'circuitId': 'silverstone', 'url': 'https://en.wikipedia.org/wiki/Silverstone_Circuit', 'circuitName': 'Silverstone Circuit', 'Location': {'lat': '52.0786', 'long': '-1.01694', 'locality': 'Silverstone', 'country': 'UK'}}",2012-07-08,12:00:00Z,{'date': '2012-07-06'},{'date': '2012-07-06'},{'date': '2012-07-07'},{'date': '2012-07-07'}
2012,10,https://en.wikipedia.org/wiki/2012_German_Grand_Prix,German Grand Prix,"{'circuitId': 'hockenheimring', 'url': 'https://en.wikipedia.org/wiki/Hockenheimring', 'circuitName': 'Hockenheimring', 'Location': {'lat': '49.3278', 'long': '8.56583', 'locality': 'Hockenheim', 'country': 'Germany'}}",2012-07-22,12:00:00Z,{'date': '2012-07-20'},{'date': '2012-07-20'},{'date': '2012-07-21'},{'date': '2012-07-21'}
