season,round,url,raceName,Circuit,date,time,FirstPractice,SecondPractice,ThirdPractice,Qualifying
2012,11,https://en.wikipedia.org/wiki/2012_Hungarian_Grand_Prix,Hungarian Grand Prix,"{'circuitId': 'hungaroring', 'url': 'https://en.wikipedia.org/wiki/Hungaroring', 'circuitName': 'Hungaroring', 'Location': {'lat': '47.5789', 'long': '19.2486', 'locality': 'Budapest', 'country': 'Hungary'}}",2012-07-29,12:00:00Z,{'date': '2012-07-27'},{'date': '2012-07-27'},{'date': '2012-07-28'},{'date': '2012-07-28'}
2012,12,https://en.wikipedia.org/wiki/2012_Belgian_Grand_Prix,Belgian Grand Prix,"{'circuitId': 'spa', 'url': 'https://en.wikipedia.org/wiki/Circuit_de_Spa-Francorchamps', 'circuitName': 'Circuit de Spa-Francorchamps', 'Location': {'lat': '50.4372', 'long': '5.97139', 'locality': 'Spa', 'country': 'Belgium'}}",2012-09-02,12:00:00Z,{'date': '2012-08-31'},{'date': '2012-08-31'},{'date': '2012-09-01'},{'date': '2012-09-01'}
2012,13,https://en.wikipedia.org/wiki/2012_Italian_Grand_Prix,Italian Grand Prix,"{'circuitId': 'monza', 'url': 'https://en.wikipedia.org/wiki/Monza_Circuit', 'circuitName': 'Autodromo Nazionale di Monza', 'Location': {'lat': '45.615599999999986', 'long': '9.28111', 'locality': 'Monza', 'country': 'Italy'}}",2012-09-09,12:00:00Z,{'date': '2012-09-07'},{'date': '2012-09-07'},{'date': '2012-09-08'},{'date': '2012-09-08'}
2012,14,https://en.wikipedia.org/wiki/2012_Singapore_Grand_Prix,Singapore Grand Prix,"{'circuitId': 'marina_bay', 'url': 'https://en.wikipedia.org/wiki/Marina_Bay_Street_Circuit', 'circuitName': 'Marina Bay Street Circuit', 'Location': {'lat': '1.2914', 'long': '103.864', 'locality': 'Marina Bay', 'country': 'Singapore'}}",2012-09-23,12:00:00Z,{'date': '2012-09-21'},{'date': '2012-09-21'},{'date': '2012-09-22'},{'date': '2012-09-22'}
2012,15,https://en.wikipedia.org/wiki/2012_Japanese_Grand_Prix,Japanese Grand Prix,"{'circuitId': 'suzuka', 'url': 'https://en.wikipedia.org/wiki/Suzuka_International_Racing_Course', 'circuitName': 'Suzuka Circuit', 'Location': {'lat': '34.843100000000014', 'long': '136.541', 'locality': 'Suzuka', 'country': 'Japan'}}",2012-10-07,06:00:00Z,{'date': '2012-10-05'},{'date': '2012-10-05'},{'date': '2012-10-06'},{'date': '2012-10-06'}
2012,16,https://en.wikipedia.org/wiki/2012_Korean_Grand_Prix,Korean Grand Prix,"{'circuitId': 'yeongam', 'url': 'https://en.wikipedia.org/wiki/Korea_International_Circuit', 'circuitName': 'Korean International Circuit', 'Location': {'lat': '34.73329999999999', 'long': '126.41699999999999', 'locality': 'Yeongam County', 'country': 'Korea'}}",2012-10-14,06:00:00Z,{'date': '2012-10-12'},{'date': '2012-10-12'},{'date': '2012-10-13'},{'date': '2012-10-13'}
2012,17,https://en.wikipedia.org/wiki/2012_Indian_Grand_Prix,Indian Grand Prix,"{'circuitId': 'buddh', 'url': 'https://en.wikipedia.org/wiki/Buddh_International_Circuit', 'circuitName': 'Buddh International Circuit', 'Location': {'lat': '28.3487', 'long': '77.5331', 'locality': 'Uttar Pradesh', 'country': 'India'}}",2012-10-28,09:30:00Z,{'date': '2012-10-26'},{'date': '2012-10-26'},{'date': '2012-10-27'},{'date': '2012-10-27'}
2012,18,https://en.wikipedia.org/wiki/2012_Abu_Dhabi_Grand_Prix,Abu Dhabi Grand Prix,"{'circuitId': 'yas_marina', 'url': 'https://en.wikipedia.org/wiki/Yas_Marina_Circuit', 'circuitName': 'Yas Marina Circuit', 'Location': {'lat': '24.4672', 'long': '54.6031', 'locality': 'Abu Dhabi', 'country': 'UAE'}}",2012-11-04,13:00:00Z,{'date': '2012-11-02'},{'date': '2012-11-02'},{'date': '2012-11-03'},{'date': '2012-11-03'}
2012,19,https://en.wikipedia.org/wiki/2012_United_States_Grand_Prix,United States Grand Prix,"{'circuitId': 'americas', 'url': 'https://en.wikipedia.org/wiki/Circuit_of_the_Americas', 'circuitName': 'Circuit of the Americas', 'Location': {'lat': '30.1328', 'long': '-97.6411', 'locality': 'Austin', 'country': 'USA'}}",2012-11-18,19:00:00Z,{'date': '2012-11-16'},{'date': '2012-11-16'},{'date': '2012-11-17'},{'date': '2012-11-17'}
2012,20,https://en.wikipedia.org/wiki/2012_Brazilian_Grand_Prix,Brazilian Grand Prix,"{'circuitId': 'interlagos', 'url': 'https://en.wikipedia.org/wiki/Interlagos_Circuit', 'circuitName': 'Autódromo José Carlos Pace', 'Location': {'lat': '-23.7036', 'long': '-46.69969999999999', 'locality': 'São Paulo', 'country': 'Brazil'}}",2012-11-25,16:00:00Z,{'date': '2012-11-23'},{'date': '2012-11-23'},{'date': '2012-11-24'},{'date': '2012-11-24'}
